data/fastqs/LOSH_001/LOSH_001_22N13684_S94_L004_R1_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:9308:1078
data/fastqs/LOSH_001/LOSH_001_22N13684_S94_L004_R2_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:9308:1078
data/fastqs/LOSH_001/LOSH_001_22N13685_S95_L004_R1_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:17535:1078
data/fastqs/LOSH_001/LOSH_001_22N13685_S95_L004_R2_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:17535:1078
data/fastqs/LOSH_001/LOSH_001_22N13686_S96_L004_R1_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:11641:1078
data/fastqs/LOSH_001/LOSH_001_22N13686_S96_L004_R2_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:11641:1078
data/fastqs/LOSH_001/LOSH_001_22N13687_S97_L004_R1_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:12509:1078
data/fastqs/LOSH_001/LOSH_001_22N13687_S97_L004_R2_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:12509:1078
data/fastqs/LOSH_001/LOSH_001_22N13688_S98_L004_R1_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:14226:1078
data/fastqs/LOSH_001/LOSH_001_22N13688_S98_L004_R2_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:14226:1078
data/fastqs/LOSH_001/LOSH_001_22N13689_S99_L004_R1_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:9435:1078
data/fastqs/LOSH_001/LOSH_001_22N13689_S99_L004_R2_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:9435:1078
data/fastqs/LOSH_001/LOSH_001_22N13690_S100_L004_R1_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:14281:1078
data/fastqs/LOSH_001/LOSH_001_22N13690_S100_L004_R2_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:14281:1078
data/fastqs/LOSH_001/LOSH_001_22N13691_S101_L004_R1_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:15203:1078
data/fastqs/LOSH_001/LOSH_001_22N13691_S101_L004_R2_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:15203:1078
data/fastqs/LOSH_001/LOSH_001_22N13692_S102_L004_R1_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:12527:1078
data/fastqs/LOSH_001/LOSH_001_22N13692_S102_L004_R2_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:12527:1078
data/fastqs/LOSH_001/LOSH_001_22N13693_S103_L004_R1_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:10194:1078
data/fastqs/LOSH_001/LOSH_001_22N13693_S103_L004_R2_001.fastq.gz	@A00987:636:HC53KDSX7:4:1101:10194:1078
data/fastqs/LOSH_004/L_03N5161_CKDL240029305-1A_22FWCTLT4_L7_1.fq.gz	@lh00134:531:22FWCTLT4:7:1101:2966:1042
data/fastqs/LOSH_004/L_03N5161_CKDL240029305-1A_22FWCTLT4_L7_2.fq.gz	@lh00134:531:22FWCTLT4:7:1101:2966:1042
data/fastqs/LOSH_004/L_03N5162_CKDL240029305-1A_22FWCTLT4_L7_1.fq.gz	@lh00134:531:22FWCTLT4:7:1101:1736:1042
data/fastqs/LOSH_004/L_03N5162_CKDL240029305-1A_22FWCTLT4_L7_2.fq.gz	@lh00134:531:22FWCTLT4:7:1101:1736:1042
data/fastqs/LOSH_004/L_03N5164_CKDL240029305-1A_22FWCTLT4_L7_1.fq.gz	@lh00134:531:22FWCTLT4:7:1101:3743:1042
data/fastqs/LOSH_004/L_03N5164_CKDL240029305-1A_22FWCTLT4_L7_2.fq.gz	@lh00134:531:22FWCTLT4:7:1101:3743:1042
data/fastqs/LOSH_004/L_05N6695_CKDL240029305-1A_22FWCTLT4_L7_1.fq.gz	@lh00134:531:22FWCTLT4:7:1101:5912:1042
data/fastqs/LOSH_004/L_05N6695_CKDL240029305-1A_22FWCTLT4_L7_2.fq.gz	@lh00134:531:22FWCTLT4:7:1101:5912:1042
data/fastqs/LOSH_004/L_05N7299_CKDL240029305-1A_22FWCTLT4_L7_1.fq.gz	@lh00134:531:22FWCTLT4:7:1101:1186:1042
data/fastqs/LOSH_004/L_05N7299_CKDL240029305-1A_22FWCTLT4_L7_2.fq.gz	@lh00134:531:22FWCTLT4:7:1101:1186:1042
data/fastqs/LOSH_004/L_06N21083_CKDL240029305-1A_22FWCTLT4_L7_1.fq.gz	@lh00134:531:22FWCTLT4:7:1101:1380:1042
data/fastqs/LOSH_004/L_06N21083_CKDL240029305-1A_22FWCTLT4_L7_2.fq.gz	@lh00134:531:22FWCTLT4:7:1101:1380:1042
data/fastqs/LOSH_004/L_07N2481_CKDL240029305-1A_22FWCTLT4_L7_1.fq.gz	@lh00134:531:22FWCTLT4:7:1101:4132:1042
data/fastqs/LOSH_004/L_07N2481_CKDL240029305-1A_22FWCTLT4_L7_2.fq.gz	@lh00134:531:22FWCTLT4:7:1101:4132:1042
data/fastqs/LOSH_004/L_14N1866_CKDL240029305-1A_22FWCTLT4_L7_1.fq.gz	@lh00134:531:22FWCTLT4:7:1101:11827:1056
data/fastqs/LOSH_004/L_14N1866_CKDL240029305-1A_22FWCTLT4_L7_2.fq.gz	@lh00134:531:22FWCTLT4:7:1101:11827:1056
data/fastqs/LOSH_004/L_15N3853_CKDL240029305-1A_22FWCTLT4_L7_1.fq.gz	@lh00134:531:22FWCTLT4:7:1101:2643:1042
